latitude,longitude,name,url,postcode,Registered_accounts_type,subactivity
53.924,-0.27843,PLAS-TECH THERMOFORMING LIMITED,www.plastech.co.uk,YO25 8EJ,Total Exemption Small,Other plastic
53.71944,-0.45881,INDICO (EUROPE) LIMITED,,HU13 0PW,Total Exemption Small,Other rubber
53.99223,-0.91878,ROSTI UK LTD.,,YO41 1AL,Not Available,Other plastic
53.7569,-0.72321,ALTEREVER LIMITED,,HU15 2UP,Total Exemption Small,"Rubber tyres, tubes, retreading"
53.6908,-1.69296,PGC INSPECTION LTD,,WF14 0LA,Total Exemption Small,Other plastic
53.67847,-1.3126,YORKSHIRE RUBBER AND PLASTICS LTD,,WF8 3QW,Total Exemption Small,Other rubber
53.74524,-0.3187,ASSOCIATED PLASTIC COMPONENTS LIMITED,www.apcmouldings.co.uk,HU9 1NJ,Small company,Other plastic
54.66575,-1.21421,SOLUTIONS-INJECTION MOULDING LIMITED,,TS25 1PD,Total Exemption Small,Other plastic
53.58874,-1.65311,A B PRECISION ENGINEERING LIMITED,,HD8 9BT,Total Exemption Small,Other plastic
53.74635,-0.23327,GRP SHOWER SOLUTIONS LIMITED,,HU12 8FB,Total Exemption Small,Other plastic
53.8033,-1.03922,COLLINS (EXTRUSIONS) LIMITED,www.collins-extrusions.co.uk,YO8 5JP,Total Exemption Small,Other rubber
53.79624,-1.76384,BUTTERFIELD SIGN SERVICE LIMITED,www.butterfieldsigns.co.uk,BD1 2RZ,Total Exemption Small,Other plastic
53.90817,-1.93684,BRENMOOR LTD,www.brenmoor.com,BD20 0EE,Total Exemption Small,Other plastic
53.82831,-1.71636,WINTER PRODUCTS (UK) LIMITED,www.upvcsecuritywindows.co.uk,BD10 0QH,Total Exemption Small,Other plastic
53.74365,-0.38731,CLW RURAL SOLUTIONS LIMITED,,HU3 6UU,Total Exemption Small,"Hunting, trapping, related activities"
53.76453,-1.54896,MARPAK EXTRUSIONS LIMITED,www.marpak.co.uk,LS11 5SS,Full accounts,Plastic packing goods
54.55651,-1.30327,CLEVELAND PROMOTIONS LIMITED,www.pro-heat-ne.co.uk,TS17 6DE,Total Exemption Small,Other plastic
53.69338,-1.31511,GOODYEAR DUNLOP TYRES UK LIMITED,www.goodyear.eu,WF8 4PQ,Group,"Rubber tyres, tubes, retreading"
53.84432,-1.50548,AMERICHEM EUROPE LIMITED,www.americhem.com,LS8 2EZ,Full accounts,Plastics in primary forms
53.91543,-1.27939,S.M. (WREKIN) LTD.,,LS24 8BG,Total Exemption Small,"Hunting, trapping, related activities"
53.66835,-1.77737,TROJAN PLASTICS LIMITED,www.trojanplastics.co.uk,HD2 1DU,Full accounts,Other plastic
